Species_1	Start_1	End_1	Species_2	Start_2	End_2	fill
Bm_chr26	6227092	6314122	Pi_chr24	3933375	3983659	cccccc
Bm_chr26	2728826	2744920	Pi_chr24	1928800	1941680	cccccc
Bm_chr26	2821361	2947997	Pi_chr24	1998716	2101808	cccccc
Bm_chr26	3210734	3259646	Pi_chr24	2245125	2280875	cccccc
Bm_chr26	606992	653219	Pi_chr24	469111	506713	cccccc
Bm_chr26	5003889	5037063	Pi_chr24	3278525	3296183	cccccc
Bm_chr26	2516800	2597536	Pi_chr24	1806880	1826483	cccccc
Bm_chr26	7256925	7263390	Pi_chr24	6902633	6906930	cccccc
Bm_chr26	3093263	3110832	Pi_chr24	2165855	2175157	cccccc
Bm_chr26	9588540	9826745	Pi_chr24	5333656	5196907	cccccc
Bm_chr26	9445332	9537353	Pi_chr24	5439505	5367150	cccccc
Bm_chr26	7128615	7422102	Pi_chr24	6987821	6801787	cccccc
Bm_chr26	3384485	3524317	Pi_chr24	2559147	2481499	cccccc
Bm_chr26	10109540	10279210	Pi_chr24	5081469	4976674	cccccc
Bm_chr26	10839799	11173572	Pi_chr24	4661802	4364166	cccccc
Bm_chr26	9928518	10021151	Pi_chr24	5147521	5110494	cccccc
Bm_chr26	3628899	3703134	Pi_chr24	2429810	2372000	cccccc
Bm_chr26	8742762	8863763	Pi_chr24	5846608	5780842	cccccc
Bm_chr26	6968257	7066837	Pi_chr24	7074923	7022126	cccccc
Bm_chr26	11341217	11467350	Pi_chr24	4295807	4171894	cccccc
Bm_chr26	2879294	2909237	Pi_chr24	2083597	2060036	cccccc
Bm_chr26	7611595	7690922	Pi_chr24	6645827	6600917	cccccc
Bm_chr26	9092258	9110903	Pi_chr24	5605315	5586438	cccccc
Bm_chr26	10382066	10429059	Pi_chr24	4929768	4899973	cccccc
Bm_chr26	6728853	6745381	Pi_chr24	4189772	4178226	cccccc
Bm_chr26	6524625	6562769	Pi_chr24	4115589	4108874	cccccc
Bm_chr26	5172904	5173120	Pi_chr24	3381758	3381540	cccccc
Bm_chr26	7939954	7974966	Pi_chr24	6415687	6393386	cccccc
Bm_chr26	8039081	8050650	Pi_chr24	6348177	6336830	cccccc
Bm_chr26	8992632	9011188	Pi_chr24	5690178	5672572	cccccc
Bm_chr26	9214096	9267936	Pi_chr24	5553040	5525700	cccccc
Bm_chr26	5655527	5655582	Pi_chr27	5094054	5094197	cccccc
Bm_chr27	1540035	2164809	Pi_chr23	1175976	1631249	cccccc
Bm_chr27	7762564	8012613	Pi_chr23	5658286	5835407	cccccc
Bm_chr27	6578472	6677254	Pi_chr23	4360806	4448530	cccccc
Bm_chr27	4962638	5107344	Pi_chr23	3338891	3449043	cccccc
Bm_chr27	3623703	3714019	Pi_chr23	2477908	2548067	cccccc
Bm_chr27	9712615	9917598	Pi_chr23	4689532	4847378	cccccc
Bm_chr27	3380701	3544754	Pi_chr23	2344732	2444375	cccccc
Bm_chr27	5660179	5915809	Pi_chr23	3771050	3917403	cccccc
Bm_chr27	8986156	9086831	Pi_chr23	6378231	6460008	cccccc
Bm_chr27	4147237	4332507	Pi_chr23	2816532	2934341	cccccc
Bm_chr27	8176191	8242015	Pi_chr23	5922356	5956099	cccccc
Bm_chr27	4023882	4093268	Pi_chr23	2733793	2787158	cccccc
Bm_chr27	2996614	3105854	Pi_chr23	2110867	2178795	cccccc
Bm_chr27	8825779	8931308	Pi_chr23	6284572	6344753	cccccc
Bm_chr27	2280021	2364894	Pi_chr23	1667056	1719760	cccccc
Bm_chr27	6069925	6149531	Pi_chr23	4022641	4091526	cccccc
Bm_chr27	2590507	2731603	Pi_chr23	1857109	1947214	cccccc
Bm_chr27	5388555	5517944	Pi_chr23	3596518	3677290	cccccc
Bm_chr27	8581980	8751268	Pi_chr23	6160869	6268079	cccccc
Bm_chr27	3818585	3962586	Pi_chr23	2625813	2701351	cccccc
Bm_chr27	8107753	8118508	Pi_chr23	5896141	5902594	cccccc
Bm_chr27	9645661	9657195	Pi_chr23	4645342	4655671	cccccc
Bm_chr27	9146709	9211473	Pi_chr23	6503386	6540756	cccccc
Bm_chr27	2784373	2851894	Pi_chr23	1978146	2027638	cccccc
Bm_chr27	8424468	8442816	Pi_chr23	6076898	6090959	cccccc
Bm_chr27	2421588	2424016	Pi_chr23	1746509	1749036	cccccc
Bm_chr27	9258701	9275924	Pi_chr23	4566977	4582109	cccccc
Bm_chr27	10302488	10319099	Pi_chr23	4968916	4995504	cccccc
Bm_chr27	2497598	2540339	Pi_chr23	1795872	1834571	cccccc
Bm_chr27	409781	439524	Pi_chr23	1174904	1197538	cccccc
Bm_chr27	520656	653073	Pi_chr23	685225	597490	cccccc
Bm_chr27	382123	456881	Pi_chr23	783793	736633	cccccc
Bm_chr27	7040230	7255149	Pi_chr23	6968360	6808809	cccccc
Bm_chr27	213491	354387	Pi_chr23	957025	842079	cccccc
Bm_chr27	7417492	7454887	Pi_chr23	6669178	6644144	cccccc
Bm_chr27	9168970	9229488	Pi_chr23	6569733	6524827	cccccc
Bm_chr27	5273373	5292686	Pi_chr23	3508236	3494913	cccccc
Bm_chr27	5160049	5209143	Pi_chr23	3587493	3556933	cccccc
Bm_chr27	2162928	2198432	Pi_chr23	1631687	1609115	cccccc
Bm_chr27	5343884	5364751	Pi_chr23	3469910	3455587	cccccc
Bm_chr27	44548	94681	Pi_chr23	1150617	1093230	cccccc
Bm_chr27	750479	787504	Pi_chr23	537840	507937	cccccc
Bm_chr27	148271	157056	Pi_chr23	1021176	1013517	cccccc
Bm_chr28	106434	106181	Pi_chr11	2523241	2534871	cccccc
Bm_chr28	7017569	7017588	Pi_chr16	9980173	10021643	cccccc
Bm_chr28	3145533	3380156	Pi_chr25	5841803	6016026	cccccc
Bm_chr28	9494151	9530229	Pi_chr25	4834000	4859889	cccccc
Bm_chr28	2673181	2782049	Pi_chr25	1762710	1844105	cccccc
Bm_chr28	10120520	10162027	Pi_chr25	6602044	6642108	cccccc
Bm_chr28	9982210	10057283	Pi_chr25	6523842	6584390	cccccc
Bm_chr28	3438452	3479708	Pi_chr25	6072776	6116382	cccccc
Bm_chr28	8484186	8599090	Pi_chr25	4267137	4355182	cccccc
Bm_chr28	279827	322807	Pi_chr25	1562276	1585043	cccccc
Bm_chr28	2901806	2963678	Pi_chr25	1931979	1971882	cccccc
Bm_chr28	8830609	8862636	Pi_chr25	4513985	4535670	cccccc
Bm_chr28	8131047	8210511	Pi_chr25	3277161	3319844	cccccc
Bm_chr28	10524520	10536189	Pi_chr25	6717431	6726428	cccccc
Bm_chr28	9619587	9635274	Pi_chr25	4958481	4968627	cccccc
Bm_chr28	8694590	8699060	Pi_chr25	4389318	4391700	cccccc
Bm_chr28	6473983	6489493	Pi_chr25	5160465	5176776	cccccc
Bm_chr28	5260121	5447240	Pi_chr25	2188118	2071112	cccccc
Bm_chr28	1965387	2246074	Pi_chr25	409735	252846	cccccc
Bm_chr28	8367043	8472652	Pi_chr25	3175853	3092284	cccccc
Bm_chr28	5011187	5132229	Pi_chr25	2321680	2249706	cccccc
Bm_chr28	3993728	4056319	Pi_chr25	2924124	2874915	cccccc
Bm_chr28	1525726	1633361	Pi_chr25	664210	575481	cccccc
Bm_chr28	4849674	4928045	Pi_chr25	2411674	2364727	cccccc
Bm_chr28	1118716	1171989	Pi_chr25	984924	931556	cccccc
Bm_chr28	36972	280300	Pi_chr25	1740224	1562665	cccccc
Bm_chr28	8569397	8691223	Pi_chr25	4385430	4310341	cccccc
Bm_chr28	7260828	7343595	Pi_chr25	3840431	3799865	cccccc
Bm_chr28	7432767	7543505	Pi_chr25	3745159	3673123	cccccc
Bm_chr28	1780273	1885330	Pi_chr25	515278	449857	cccccc
Bm_chr28	371457	498437	Pi_chr25	1485077	1385767	cccccc
Bm_chr28	9858106	9945762	Pi_chr25	2991846	2935706	cccccc
Bm_chr28	10330472	10447260	Pi_chr25	6846712	6768599	cccccc
Bm_chr28	7173902	7196905	Pi_chr25	3948888	3922998	cccccc
Bm_chr28	4136497	4177451	Pi_chr25	2826783	2795744	cccccc
Bm_chr28	550268	611699	Pi_chr25	1338842	1301828	cccccc
Bm_chr28	801711	883997	Pi_chr25	1177019	1113792	cccccc
Bm_chr28	9698362	9710054	Pi_chr25	3087319	3076677	cccccc
Bm_chr28	689824	734266	Pi_chr25	1276033	1210213	cccccc
Bm_chr28	6898340	6928590	Pi_chr25	4129524	4111529	cccccc
Bm_chr28	5622649	5658409	Pi_chr25	5730903	5707850	cccccc
Bm_chr28	6621579	6713793	Pi_chr25	5057902	4997655	cccccc
Bm_chr28	5570173	5613319	Pi_chr25	2002870	1979605	cccccc
Bm_chr28	2591840	2640592	Pi_chr25	88220	62060	cccccc
Bm_chr28	10185578	10206068	Pi_chr25	6934286	6921812	cccccc
Bm_chr28	6064260	6082722	Pi_chr25	5433165	5416414	cccccc
Bm_chr28	4390313	4404970	Pi_chr25	2691207	2679040	cccccc
Bm_chr28	7752009	7773719	Pi_chr25	3513553	3499754	cccccc
Bm_chr28	5509485	5511251	Pi_chr25	2025605	2023838	cccccc
Bm_chr28	5789889	5830240	Pi_chr25	5631375	5611420	cccccc
Bm_chr5	1236912	1237971	NW_023637915.1	60044	59647	cccccc
Bm_chr5	1237339	1236889	NW_023637915.1	59627	60084	cccccc
Bm_chr5	1236875	1236938	NW_023637915.1	60656	60602	cccccc
Bm_chr12	852171	853597	NW_023637915.1	60056	60611	cccccc
Bm_chr12	852334	854509	NW_023637915.1	60466	59641	cccccc
Bm_chr12	852336	852190	NW_023637915.1	60464	60036	cccccc
Bm_chr12	852182	854505	NW_023637915.1	60618	59657	cccccc
Bm_chr13	3048310	3047902	NW_023637915.1	59625	60539	cccccc
Bm_chr13	3048616	3047902	NW_023637915.1	59759	60531	cccccc
Bm_chr15	936422	936499	NW_023637915.1	59678	59760	cccccc
Bm_chr15	937124	936734	NW_023637915.1	60463	59647	cccccc
Bm_chr16	5665816	5665911	NW_023638179.1	17274	17203	cccccc
Bm_chr19	6432796	6432030	NW_023637915.1	60581	59757	cccccc
Bm_chr19	6432032	6432404	NW_023637915.1	59759	59647	cccccc
Bm_chr23	4484157	4523143	NW_023637899.1	41876	110138	cccccc
Bm_chr23	391611	424115	NW_023637901.1	16366	81981	cccccc
Bm_chr28	2983105	2983388	NW_023637915.1	60051	60370	cccccc
Bm_chr29	1053783	1054159	NW_023637915.1	59627	59759	cccccc
Bm_chr29	1054197	1053367	NW_023637915.1	59717	60597	cccccc
Bm_chr29	1053797	1053391	NW_023637915.1	59625	60027	cccccc
Bm_chr30	3656531	3657153	NW_023637915.1	60115	59687	cccccc
Bm_chr30	3347679	3347729	NW_023637915.1	60482	60523	cccccc
Bm_chr30	3657080	3657256	NW_023637915.1	59753	59561	cccccc
